video_id,published,duration_sec,views,export_module,is_export_related,topics,title,url
8BEO7nYGyrY,2020-08-25,700,23131,M08 HS/관세/환급,Y,통관일반/관세|자격증/시험,HS CODE  | 관세율표  | 품목분류  | 수출입통관 | 관세사,https://www.youtube.com/watch?v=8BEO7nYGyrY
Cw5T3Syrmjo,2020-08-21,500,6108,,N,무역금융/지원|세무/노무/기타|취업/커리어,급여명세서 해설 | 두루누리 사회보험 | 일자리안정자금 | 중소기업 정부지원 | 호갱님탈출,https://www.youtube.com/watch?v=Cw5T3Syrmjo
uZK6oYhQQ6g,2020-08-19,1077,28766,,N,무역금융/지원|세무/노무/기타|취업/커리어,급여명세서 해석 | 세전 세후 급여차이 | 4대보험 | 일자리안정자금 | 정부지원 | 신입사원 필수 | 연봉퇴직금 포함,https://www.youtube.com/watch?v=uZK6oYhQQ6g
YJSk8S67leY,2020-08-16,1284,23507,,N,자격증/시험,"[관세사시험 합격전략] 동차,유예 어떻게 공부를 해야될까?",https://www.youtube.com/watch?v=YJSk8S67leY
mVcl7p_4Ua8,2020-08-12,420,10909,,N,자격증/시험,무역영어 1급 합격수기 필수시청! 곧 시험이에요,https://www.youtube.com/watch?v=mVcl7p_4Ua8
GtiS_a43oDQ,2020-08-06,977,28353,M06 수출통관/수출신고,Y,수출통관/신고|수입통관/신고|통관일반/관세,"[수출입, 무역실무] 수출신고 수출통관? 이거 보면 쉽게 할 수 있어 참고로 수입신고보다 쉽습니다.",https://www.youtube.com/watch?v=GtiS_a43oDQ
cwxT8HIAboQ,2020-07-30,1221,8149,,N,인코텀즈|자격증/시험,[무역자격증] 수험생 필수영상. Incoterms(인코텀즈) 2020 기출문제 분석 및 해설,https://www.youtube.com/watch?v=cwxT8HIAboQ
995xqSA0tPM,2020-07-30,365,8715,M02 인코텀즈,Y,인코텀즈,"[수출입, 무역실무] Incoterms(인코텀즈) 2020, 한번보면 바로 실무 적용한다? 믿어봐",https://www.youtube.com/watch?v=995xqSA0tPM
Cy8XFovMkHs,2020-07-29,1188,121828,M02 인코텀즈,Y,인코텀즈,"[수출입, 무역실무] Incoterms(인코텀즈)2020 모든조건 한.방.정.리!",https://www.youtube.com/watch?v=Cy8XFovMkHs
nA7tpmv59wY,2020-07-24,974,12470,,N,취업/커리어,"[현직자를 만나다] 대기업, 공공기관, 관세사무소, 관세법인 다 경험해 본 현재 외국계 기업을 다니는 베테랑 관세사의 이야기",https://www.youtube.com/watch?v=nA7tpmv59wY
3b5bAAefXKM,2020-07-21,1471,10407,M02 인코텀즈,Y,인코텀즈,Incoterms(인코텀즈) 2020 EXW 완전분석,https://www.youtube.com/watch?v=3b5bAAefXKM
8XGhqrovR7s,2020-07-09,937,26341,,N,운송/B/L/포워딩|자격증/시험|취업/커리어,[현직자를 만나다] 관세사 수험 4년. 실패자라구요? 후회는 없어요,https://www.youtube.com/watch?v=8XGhqrovR7s
6iYksKbSKYA,2020-07-06,707,3110,,N,자격증/시험,이거 도대체 어떻게 공부해야돼? 관세사시험 과목중 하나 무역실무,https://www.youtube.com/watch?v=6iYksKbSKYA
ipK_VaAsILI,2020-06-23,729,3945,,N,통관일반/관세|자격증/시험|취업/커리어,"[현직자를 만나다]  4년차 합격자가 말하는 관세사 수험공부전략 및 현직생활, 그리고 멘탈관리",https://www.youtube.com/watch?v=ipK_VaAsILI
Yx0eNDhoro4,2020-06-16,379,11984,,N,원산지/FTA|자격증/시험,"[무역자격증] 전공자도 비전공자도 다 함께 생소한 시험 원산지관리사 공부방법, 꿀팁 대방출",https://www.youtube.com/watch?v=Yx0eNDhoro4
1exGmZYP8pY,2020-06-11,804,2005,,N,자격증/시험|취업/커리어,"수험생, 실무자 필수 영상! 같은 단어인데 다른 번역 도대체 왜????",https://www.youtube.com/watch?v=1exGmZYP8pY
F-ZZ19XwBhU,2020-06-09,682,2145,M11 적하보험,Y,보험|분쟁/사기/중재,[수출입 무역실무] 70만원이라 우기길래 7200만원을 받아내버렸다.. 해상운송협약 헤이그규칙 판례,https://www.youtube.com/watch?v=F-ZZ19XwBhU
mgH5czuHD_o,2020-05-27,1561,2109,M09 원산지/FTA,Y,통관일반/관세|원산지/FTA|운송/B/L/포워딩,[무역전문가 시리즈] 현직자를 위한 FTA 필수지식. FTA 특례법 1장 총칙 (1조~3조),https://www.youtube.com/watch?v=mgH5czuHD_o
tUvr1uYgOzc,2020-05-21,1163,38293,M10 운송/물류/B/L,Y,운송/B/L/포워딩,"[수출입,무역실무] master, house B/L 100% 구분 현존 최고의 강의라 말할 수 있습니다",https://www.youtube.com/watch?v=tUvr1uYgOzc
hRdux3X-C_c,2020-05-14,891,6978,,N,자격증/시험,"이거 보고 고민해결했다!  같지만 다른 과목 무역영어 (관세사, 국제무역사, 상공회의소 무역영어 1급)",https://www.youtube.com/watch?v=hRdux3X-C_c
cu-8RmWs45k,2020-05-08,997,11654,M09 원산지/FTA,Y,원산지/FTA,"[수출입,무역실무]WTO출범부터 FTA유래까지 어때 내 손을 잡아볼텐가?",https://www.youtube.com/watch?v=cu-8RmWs45k
YrA2gR4juck,2020-04-28,689,6906,M11 적하보험,Y,보험,"[수출입,무역실무] 무역현직자 필수, 해상보험증권 완벽해설! 이것만 알면 된다",https://www.youtube.com/watch?v=YrA2gR4juck
_d1SX8JR8MU,2020-04-22,353,1961,M11 적하보험,Y,보험,"[수출입 무역실무] 몬트리올협약 한도 인상, 대한민국 상법도 좀 개정하자...",https://www.youtube.com/watch?v=_d1SX8JR8MU
q7D55jWw7uk,2020-04-21,905,21198,M11 적하보험,Y,보험|자격증/시험,"[수출입,무역실무] 해상보험의 역사부터 용어정리까지 무역회사 현직자 필수영상",https://www.youtube.com/watch?v=q7D55jWw7uk
3SHrcFqcojQ,2020-04-06,724,9774,M04 무역서류,Y,통관일반/관세|무역서류,[수출입 무역실무] 송장(invoice)의 작성방법과 양식해설,https://www.youtube.com/watch?v=3SHrcFqcojQ
27ktdJdzhZw,2020-03-30,762,10366,M04 무역서류,Y,통관일반/관세|무역서류,"[수출입 무역실무] 인보이스Invoice, 송장의 모든것 (상업송장,세관송장,영사송장,공용송장)",https://www.youtube.com/watch?v=27ktdJdzhZw
TplGj7OT0f8,2020-03-24,701,4202,,N,자격증/시험,"시험일2/15, 국제무역사1급 결과는? 합격하면 100만원!",https://www.youtube.com/watch?v=TplGj7OT0f8
Py-FeWDm17k,2020-03-20,1191,907,M13 규제/요건,Y,무역규제/요건,[수출입 무역실무] 법으로 알아보는 마스크수출제한 (ft. WTO 자유무역협정에서 제소가 가능해?),https://www.youtube.com/watch?v=Py-FeWDm17k
1zmS4vL7dvg,2020-03-10,909,1421,,N,자격증/시험,"코로나 19, 국가시험 줄줄이 연기, 수험생 멘탈붕괴, 익명카페 반응 도서관 폐쇄. 집에서 공부할 수 있나요?",https://www.youtube.com/watch?v=1zmS4vL7dvg
jvJrfxzHeCA,2020-03-06,879,26320,M07 수입통관/수입신고,Y,수입통관/신고|통관일반/관세,"[수입통관절차,수입신고절차] 2편 신고시기와 납부방법",https://www.youtube.com/watch?v=jvJrfxzHeCA
No8fcwazDHw,2020-02-27,1104,103970,M08 HS/관세/환급,Y,수입통관/신고|통관일반/관세,"[수입통관절차, 수입신고절차] 1편 과세의 4대요건 왕초보 탈출하기!",https://www.youtube.com/watch?v=No8fcwazDHw
A84boxAthtY,2020-02-20,637,432,,N,취업/커리어,"[직업탐방]교육 관련 촬영, 편집자는 어떨까? +인강이 만들어지는법 +정재환 관세사님과 에피소드",https://www.youtube.com/watch?v=A84boxAthtY
qFHJ8uWDCbU,2020-02-14,1063,6853,,N,자격증/시험,"[무역자격증] 현존 국제무역 최고의 자격증! 국제무역자격증(CDCS, CSDG, CITF)",https://www.youtube.com/watch?v=qFHJ8uWDCbU
9oG4552HZQA,2020-02-07,712,25922,M04 무역서류,Y,무역서류,[수출입 무역실무] 구매확인서가 있어야 되는 이유,https://www.youtube.com/watch?v=9oG4552HZQA
BI-etT8w_nA,2020-01-31,1041,5214,,N,통관일반/관세|자격증/시험,"[무역자격증] 무역 최고의 자격증, 한국에서는 관세사! 일본에서는 통관사(通關士)! 통관사 접수방법과 시험소개",https://www.youtube.com/watch?v=BI-etT8w_nA
o7uYaUOFszo,2020-01-22,241,28060,,N,자격증/시험,[무역자격증] 합격자가 알려주는 무역영어1급 공부방법!,https://www.youtube.com/watch?v=o7uYaUOFszo
lMBlhsmkxbQ,2020-01-15,57,1233,,N,통관일반/관세|자격증/시험,"과연 할 수 있을까?? 무역의 '무'자도 모르는 애, 통관 실무경력 6년의 베테랑에게 주어진 빅딜.              (국제무역사 3주합격 프로젝트)",https://www.youtube.com/watch?v=lMBlhsmkxbQ
xvmZe5p7g9g,2020-01-03,458,10796,,N,무역규제/요건,"[수출입 무역실무] [짝퉁가방, 합법일까? 불법일까?] 공항에서 조사받고 몰수의 위험까지 있다고?!",https://www.youtube.com/watch?v=xvmZe5p7g9g
Ib8c4m8W_eI,2019-12-26,418,9379,,N,개인/여행/직구,"[수출입 무역실무] [해외거주자,유학생]해외에서 쓰던 물건들 한국 들어올 때 관세를 또 낸다고?",https://www.youtube.com/watch?v=Ib8c4m8W_eI
jv02C5yui_k,2019-12-20,287,525,,N,,[feat.구글애드센스 핀번호 등록하기] 앞으로의 포부와 감사인사,https://www.youtube.com/watch?v=jv02C5yui_k
MYQGdEsoplw,2019-12-05,484,10889,,N,취업/커리어,[직업탐방]관세사무원의 하루 (ft. 워킹맘),https://www.youtube.com/watch?v=MYQGdEsoplw
Snkz450b5-k,2019-11-27,371,1766,,N,취업/커리어,해외취업 면접보고 온 후기,https://www.youtube.com/watch?v=Snkz450b5-k
IwXQBR1OyHY,2019-11-20,818,15911,M12 결제/신용장/외환,Y,결제/신용장/외환|자격증/시험,[수출입 무역실무] 쉽게설명하는 신용장 해석방법 part.2,https://www.youtube.com/watch?v=IwXQBR1OyHY
2b51gipXpFc,2019-11-13,1260,33433,M10 운송/물류/B/L,Y,운송/B/L/포워딩,"[수출입 무역실무] [더 이상 헤매지마세요] 선하증권 해석방법! (ft.상단,중단,하단)",https://www.youtube.com/watch?v=2b51gipXpFc
ZxGtuSHzSEc,2019-11-03,1081,36203,M12 결제/신용장/외환,Y,운송/B/L/포워딩|결제/신용장/외환,[수출입 무역실무] 신용장 작성방법에 대해 쉽게 알아보자규~!(ft.신용장해석part.1),https://www.youtube.com/watch?v=ZxGtuSHzSEc
IekLUOglIEE,2019-10-23,210,1423,,N,인코텀즈,"인코텀즈2020 번역판,영문판 아주 간단한 리뷰! (ft. 언박싱)",https://www.youtube.com/watch?v=IekLUOglIEE
4oQyqmSsV8g,2019-10-21,277,1290,,N,,밀착카메라) 관세사님을 위한 서프라이즈 생일파티(faet. 미ㅇㅅ),https://www.youtube.com/watch?v=4oQyqmSsV8g
l2PvrVI6U0Y,2019-10-17,879,15150,M12 결제/신용장/외환,Y,결제/신용장/외환,"[수출입 무역실무] 쉽게 설명한 무역거래에서의 환어음 작성방법,양식해설!",https://www.youtube.com/watch?v=l2PvrVI6U0Y
MJGSekG_e4I,2019-10-06,464,9682,,N,자격증/시험|취업/커리어,"노량진vs신림,  고시준비 당신의 선택은?",https://www.youtube.com/watch?v=MJGSekG_e4I
2vVT6RDWdMY,2019-09-25,889,2023,,N,세무/노무/기타,"개인 사업자 필수항목! 종합소득세, 원천세, 4대보험 (ft. 홈텍스)",https://www.youtube.com/watch?v=2vVT6RDWdMY
7fsvfuJEu_o,2019-09-18,836,32305,M02 인코텀즈,Y,인코텀즈,[수출입 무역실무] Incoterms(인코텀즈) 2020 개정 인코텀즈 2010과의 변경사항은?,https://www.youtube.com/watch?v=7fsvfuJEu_o
gMUsb6M-sWM,2019-09-09,938,2451,,N,세무/노무/기타,"원금보장해준다해놓고 100%손실... ELS, DLS ,ELF, DLF 악마의거래",https://www.youtube.com/watch?v=gMUsb6M-sWM
swyS6DXCmZg,2019-09-05,203,3482,,N,취업/커리어,관세사의 특별한 하루 (feat. 수출회사 채용공고),https://www.youtube.com/watch?v=swyS6DXCmZg
9HYKPlCdsIc,2019-08-27,839,1433,,N,세무/노무/기타,아니 도대체 무슨 생각으로 이런 법을 만든걸까요?..,https://www.youtube.com/watch?v=9HYKPlCdsIc
JDbYMI91u6U,2019-08-20,318,356,,N,,"펫박람회후기 뱀, 개구리도 있네?! (feat. 다음생에는 개로태어날래..)",https://www.youtube.com/watch?v=JDbYMI91u6U
QMPL3LKHGAA,2019-08-15,1094,103491,,N,운송/B/L/포워딩|취업/커리어,무역회사의 종류와 직무분석! (구독자 요청영상),https://www.youtube.com/watch?v=QMPL3LKHGAA
PbzkYzrfpPE,2019-08-08,670,2506,M13 규제/요건,Y,무역규제/요건,"현직 관세사의 일본 경제보복, 수출규제 이유 설명 - 화이트리스트(백색국가) 넌 도대체 뭐니?",https://www.youtube.com/watch?v=PbzkYzrfpPE
wKtFLA9UBLw,2019-08-02,488,4271,,N,자격증/시험|취업/커리어,공시생 44만명 시대!  노량진으로 갈까? 말까?,https://www.youtube.com/watch?v=wKtFLA9UBLw
G6y1fIbn4hg,2019-07-26,939,2851,M03 계약/분쟁/사기,Y,운송/B/L/포워딩|무역서류|분쟁/사기/중재,너 이새기 잘걸렸다. 무역사기범 판별법(2/2),https://www.youtube.com/watch?v=G6y1fIbn4hg
kqpvixw-x8k,2019-07-22,526,5449,M03 계약/분쟁/사기,Y,분쟁/사기/중재,생각보다 많이 당하는 무역사기..나쁜놈들.. (1/2) -재업로드-,https://www.youtube.com/watch?v=kqpvixw-x8k
Ku-PFkN0B6g,2019-07-11,832,71369,M10 운송/물류/B/L,Y,운송/B/L/포워딩|무역서류|자격증/시험,"[수출입 무역실무] B/L, B/L!! 비이엘!!! 무역할 때 무조건 듣는 말 (feat.선하증권)",https://www.youtube.com/watch?v=Ku-PFkN0B6g
dErHtVDoUg0,2019-07-09,737,1561,,N,취업/커리어,역대 최대기업참가?? 무역인의 거래처찾기 프로젝트! (feat. 2019 coex 수입상품박람회),https://www.youtube.com/watch?v=dErHtVDoUg0
h-bTPvLXaGA,2019-06-28,614,16160,M12 결제/신용장/외환,Y,결제/신용장/외환,"[수출입 무역실무] 외국환거래법, 잘못알았다간 모르는사이 벌금물어요...요점만 쏙쏙, 귀에 쏙쏙 박아드림!(feat.신고)",https://www.youtube.com/watch?v=h-bTPvLXaGA
N94Wh1-wTz0,2019-06-21,203,794,,N,개인/여행/직구,"해외현지, 현금vs카드(feat. 해외현지 카드결제시 원화로 결제하면 안되는 이유)",https://www.youtube.com/watch?v=N94Wh1-wTz0
LyDd8uHBowE,2019-06-17,239,514,,N,특수무역형태|개인/여행/직구,"다이어트, 건강기능식품 해외직구 조심해야할 사항!",https://www.youtube.com/watch?v=LyDd8uHBowE
dDvn1SRtrsQ,2019-06-11,61,657,,N,자격증/시험,관세사 2차 무역실무 합격을 향하여! 얘들아 전략적으로 가는거야(feat. 닥터스ㅌ..전자레인지),https://www.youtube.com/watch?v=dDvn1SRtrsQ
vWSQktD4l4I,2019-06-05,1037,100212,M12 결제/신용장/외환,Y,결제/신용장/외환|자격증/시험,[수출입 무역실무] 신용장(LC) 끝판정리 관세사가 말하는 해외대금 결제방식!,https://www.youtube.com/watch?v=vWSQktD4l4I
r00_RYPMFYU,2019-05-29,208,1597,,N,통관일반/관세|결제/신용장/외환,미중 무역전쟁 환율과 상계관세 간단정리,https://www.youtube.com/watch?v=r00_RYPMFYU
rukAqGfEViE,2019-05-29,835,38035,M02 인코텀즈,Y,인코텀즈,[수출입 무역실무] 인코텀즈(INCOTERMS 2010)제대로 알고 무역합시다!,https://www.youtube.com/watch?v=rukAqGfEViE
OmaTvVJQZsU,2019-05-27,271,1483,,N,결제/신용장/외환|개인/여행/직구,"#2)정재환관세사- 베트남동, 중국 위안, 공항에서 환전?? 호갱 안 당하기",https://www.youtube.com/watch?v=OmaTvVJQZsU
UNNGKsXM2As,2019-05-22,901,1585,,N,결제/신용장/외환|개인/여행/직구,#1)정재환 관세사- 해외여행갈때 환전싸게하는 법! 환율꿀팁 대공개~,https://www.youtube.com/watch?v=UNNGKsXM2As
mP1lNWhOLbc,2019-05-16,909,21078,,N,자격증/시험|취업/커리어,정재환 관세사- 취업 면접 스토리와 해주고싶은 말. 무역업에 취업하기 위해 제2외국어가 중요한이유,https://www.youtube.com/watch?v=mP1lNWhOLbc
BCvHp4xaRmY,2019-05-14,229,3596,,N,취업/커리어,이곳은 사무실인가? 피씨방? 오락실인가? 평범하지만 평범하지 않은 정재환 관세사무소 탐방기 브이로그,https://www.youtube.com/watch?v=BCvHp4xaRmY
ON4RW3N9su0,2019-05-03,936,38806,M02 인코텀즈,Y,인코텀즈|운송/B/L/포워딩|취업/커리어,[실무자 무역실무] 무역인 가즈아! 인코텀즈!(INCOTERMS) & 정형거래조건 이야기,https://www.youtube.com/watch?v=ON4RW3N9su0
j0XkTqGpvvw,2019-04-16,495,34723,M12 결제/신용장/외환,Y,운송/B/L/포워딩|결제/신용장/외환|자격증/시험|취업/커리어,[실무자 무역실무] 정재환관세사_ 무역결제 지급수단 상식! 환어음을 이해하기 위한 마지막단계! 환어음,https://www.youtube.com/watch?v=j0XkTqGpvvw
gYmjccwc1cg,2019-04-12,660,19733,M12 결제/신용장/외환,Y,결제/신용장/외환|취업/커리어,[실무자 무역실무] 정재환관세사_ 무역결제 지급수단 상식! 환어음을 이해하기 위한 2단계! 약속어음,https://www.youtube.com/watch?v=gYmjccwc1cg
XkTgZCYN-QE,2019-04-09,471,19802,M12 결제/신용장/외환,Y,운송/B/L/포워딩|결제/신용장/외환|자격증/시험|취업/커리어,[실무자 무역실무] 정재환관세사 무역결제 지급수단 상식! 환어음을 이해하기 위한 1단계!,https://www.youtube.com/watch?v=XkTgZCYN-QE
IIqZCM-rRn0,2019-04-04,705,38602,M01 무역 기초/용어,Y,기초/용어|운송/B/L/포워딩|결제/신용장/외환|자격증/시험|취업/커리어,[실무자 무역실무] 송하인?!수하인?! 무역기초용어 정리! 정재환 현직관세사가 말해준다고??,https://www.youtube.com/watch?v=IIqZCM-rRn0
Rn6hcMGKUjo,2019-03-22,882,2676,,N,통관일반/관세|개인/여행/직구,"[실무자 무역실무] 해외 명품백, 현지에서 부가세 받는방법",https://www.youtube.com/watch?v=Rn6hcMGKUjo
j5GWiFRDGiM,2019-03-14,411,9505,,N,원산지/FTA|개인/여행/직구,[실무자 무역실무] 정재환관세사- 해외여행가기전 알아야 할 FTA상식! FTA 명품백 관세 받으려는자vs안내려는자!,https://www.youtube.com/watch?v=j5GWiFRDGiM
UIBsOmcNH3Q,2019-02-28,884,11682,,N,특수무역형태|개인/여행/직구,[실무자 무역실무] 해외 명품가방 신고안하면 세금은??,https://www.youtube.com/watch?v=UIBsOmcNH3Q
hU_QptMCsWA,2019-02-22,793,79620,,N,통관일반/관세|특수무역형태|개인/여행/직구,[실무자 무역실무] 정재환 관세사 -  왜 나만 걸리나??? 모르면 쉽게 당하는 관세 폭탄!!!! 해외여행 즐겁게 다녀오는 꿀팁!!,https://www.youtube.com/watch?v=hU_QptMCsWA
ieYmqZKSUFc,2019-02-15,653,17507,,N,수입통관/신고|통관일반/관세|특수무역형태|개인/여행/직구,"[실무자 무역실무] 정재환 관세사 -  특송, EMS 우편물 수입 해외직구 하는 꿀팁!(면세, 간이신고, 수입통관 하는법!)",https://www.youtube.com/watch?v=ieYmqZKSUFc
agvIs77uHLE,2019-02-12,758,30379,,N,운송/B/L/포워딩|결제/신용장/외환|자격증/시험|취업/커리어,[자격증]정재환 관세사 - 무역취업! 자격증 고민을 덜어준다!!! 현직관세사 정재환쓰앵님의 무역이야기,https://www.youtube.com/watch?v=agvIs77uHLE
Ut43W9tq_V4,2019-01-31,576,28004,,N,운송/B/L/포워딩|자격증/시험|취업/커리어,"정재환 관세사 - 저를 믿으셔야 합니다  ""현직 관세사"" 정재환 쓰앵님의 무역취업스토리!!",https://www.youtube.com/watch?v=Ut43W9tq_V4
NDFk4f3zWfs,2019-01-28,20,913,,N,자격증/시험|취업/커리어,현직 관세사!!  정재환 관세사의 무역이야기 Coming Soon !,https://www.youtube.com/watch?v=NDFk4f3zWfs
