항목,코드군,코드군명,부호,한글명,한글약어,영문약어
세관장확인대상 법령,CSOR_CFRM_TRGT_LWOR_CD,세관장확인대상법령코드,74,인체조직안전 및 관리 등에 관한 법률,인체조직법,
세관장확인대상 법령,CSOR_CFRM_TRGT_LWOR_CD,세관장확인대상법령코드,75,통신비밀보호법,통신비밀보호법,
세관장확인대상 법령,CSOR_CFRM_TRGT_LWOR_CD,세관장확인대상법령코드,76,수산생물질병 관리법,수산생물질병 관리법,
세관장확인대상 법령,CSOR_CFRM_TRGT_LWOR_CD,세관장확인대상법령코드,77,폐기물관리법,폐기물관리법,
세관장확인대상 법령,CSOR_CFRM_TRGT_LWOR_CD,세관장확인대상법령코드,78,자유무역협정의 이행을 위한 관세법의 특례에 관한 법률,자유무역협정(FTA) 관세법,
세관장확인대상 법령,CSOR_CFRM_TRGT_LWOR_CD,세관장확인대상법령코드,79,대외무역법,대외무역법,
세관장확인대상 법령,CSOR_CFRM_TRGT_LWOR_CD,세관장확인대상법령코드,80,감염병의 예방 및 관리에 관한 법률,감염병예방법,
세관장확인대상 법령,CSOR_CFRM_TRGT_LWOR_CD,세관장확인대상법령코드,81,석면안전관리법,석면안전관리법,
세관장확인대상 법령,CSOR_CFRM_TRGT_LWOR_CD,세관장확인대상법령코드,82,농수산생명자원의 보존·관리 및 이용에 관한 법률,농수산생명자원법,
세관장확인대상 법령,CSOR_CFRM_TRGT_LWOR_CD,세관장확인대상법령코드,83,농수산물의 원산지 표시에 관한 법률,원산지표시법,
세관장확인대상 법령,CSOR_CFRM_TRGT_LWOR_CD,세관장확인대상법령코드,84,영화 및 비디오물의 진흥에 관한 법률,영화비디오법,
세관장확인대상 법령,CSOR_CFRM_TRGT_LWOR_CD,세관장확인대상법령코드,85,생물다양성 보전 및 이용에 관한 법률,생물다양성보전및이용에관한법률,
세관장확인대상 법령,CSOR_CFRM_TRGT_LWOR_CD,세관장확인대상법령코드,86,생활주변방사선 안전관리법,생활주변방사선안전관리법,
세관장확인대상 법령,CSOR_CFRM_TRGT_LWOR_CD,세관장확인대상법령코드,87,생활화학제품 및 살생물제의 안전관리에 관한 법률,생활화학제품 및 살생물제 관리법,
세관장확인대상 법령,CSOR_CFRM_TRGT_LWOR_CD,세관장확인대상법령코드,88,어린이제품 안전 특별법,어린이제품법,
세관장확인대상 법령,CSOR_CFRM_TRGT_LWOR_CD,세관장확인대상법령코드,89,수입식품안전관리 특별법,,
세관장확인대상 법령,CSOR_CFRM_TRGT_LWOR_CD,세관장확인대상법령코드,91,상표법,상표법,
세관장확인대상 법령,CSOR_CFRM_TRGT_LWOR_CD,세관장확인대상법령코드,92,수출조건,수출조건,
세관장확인대상 법령,CSOR_CFRM_TRGT_LWOR_CD,세관장확인대상법령코드,93,출판문화산업 진흥법,출판문화산업 진흥법,
세관장확인대상 법령,CSOR_CFRM_TRGT_LWOR_CD,세관장확인대상법령코드,94,위생용품관리법,위생용품관리법,
세관장확인대상 법령,CSOR_CFRM_TRGT_LWOR_CD,세관장확인대상법령코드,95,목재의 지속가능한 이용에 관한 법률,목재의지속가능이용 관련법,
세관장확인대상 법령,CSOR_CFRM_TRGT_LWOR_CD,세관장확인대상법령코드,96,야생생물 보호 및 관리에 관한 법률(검역),,
세관장확인대상 법령,CSOR_CFRM_TRGT_LWOR_CD,세관장확인대상법령코드,97,체외진단의료기기법,,
징수형태,COLT_FORM_CD,징수형태코드,00,과세보류,,
징수형태,COLT_FORM_CD,징수형태코드,01,수리전반출 일괄고지,,
징수형태,COLT_FORM_CD,징수형태코드,11,"신고,수리전납부",,
징수형태,COLT_FORM_CD,징수형태코드,12,"신고,사후납부(개별담보)",,
징수형태,COLT_FORM_CD,징수형태코드,13,"신고,사후납부(포괄담보)",,
징수형태,COLT_FORM_CD,징수형태코드,14,"신고,사후납부(무담보)",,
징수형태,COLT_FORM_CD,징수형태코드,18,특송포괄담보,,
징수형태,COLT_FORM_CD,징수형태코드,19,"신고납부,사후납부(포괄담보)",,
징수형태,COLT_FORM_CD,징수형태코드,21,"부과,수리전납부",,
징수형태,COLT_FORM_CD,징수형태코드,22,"부과,사후납부(개별담보)",,
징수형태,COLT_FORM_CD,징수형태코드,23,"부과,사후납부(포괄담보)",,
징수형태,COLT_FORM_CD,징수형태코드,24,"부과,사후납부(무담보)",,
징수형태,COLT_FORM_CD,징수형태코드,29,"부과고지,사후납부(포괄담보)",,
징수형태,COLT_FORM_CD,징수형태코드,33,사후정산 일괄납부,,
징수형태,COLT_FORM_CD,징수형태코드,43,월별납부 신용담보,,
징수형태,COLT_FORM_CD,징수형태코드,53,복합납부,,
제출서류구분,EXP_DCLR_SBMT_ISTM_TPCD,수출신고제출서류구분코드,01,송품장(INVOICE),,
제출서류구분,EXP_DCLR_SBMT_ISTM_TPCD,수출신고제출서류구분코드,02,계약서(양수도계약서는 제외),,
제출서류구분,EXP_DCLR_SBMT_ISTM_TPCD,수출신고제출서류구분코드,03,수출전략물자허가서,,
제출서류구분,EXP_DCLR_SBMT_ISTM_TPCD,수출신고제출서류구분코드,04,수출요건확인서,,
제출서류구분,EXP_DCLR_SBMT_ISTM_TPCD,수출신고제출서류구분코드,05,수출검사검역서,,
제출서류구분,EXP_DCLR_SBMT_ISTM_TPCD,수출신고제출서류구분코드,06,정정신고 관련서류,,
제출서류구분,EXP_DCLR_SBMT_ISTM_TPCD,수출신고제출서류구분코드,07,신고지검사 이미지,,
제출서류구분,EXP_DCLR_SBMT_ISTM_TPCD,수출신고제출서류구분코드,08,적재지검사 이미지,,
제출서류구분,EXP_DCLR_SBMT_ISTM_TPCD,수출신고제출서류구분코드,09,간이수출 송품장,,
제출서류구분,EXP_DCLR_SBMT_ISTM_TPCD,수출신고제출서류구분코드,10,수출신고물품,,
제출서류구분,EXP_DCLR_SBMT_ISTM_TPCD,수출신고제출서류구분코드,99,기타첨부서류,,
화물선별구분,CARG_SELC_TPCD,화물선별구분코드,A,필수선별기준,,
화물선별구분,CARG_SELC_TPCD,화물선별구분코드,B,종합선별기준,,
화물선별구분,CARG_SELC_TPCD,화물선별구분코드,C,우범기준III,,
화물선별구분,CARG_SELC_TPCD,화물선별구분코드,D,무작위선별,,
화물선별구분,CARG_SELC_TPCD,화물선별구분코드,E,전산추적선별,,
화물선별구분,CARG_SELC_TPCD,화물선별구분코드,Q,유의사항,,
화물선별구분,CARG_SELC_TPCD,화물선별구분코드,S,보세운송선별,,
화물선별구분,CARG_SELC_TPCD,화물선별구분코드,T,장치단계선별,,
화물선별구분,CARG_SELC_TPCD,화물선별구분코드,U,반입후검사,,
화물선별구분,CARG_SELC_TPCD,화물선별구분코드,Z,불시검사,,
