협정,류,호,소호,적용단위,기준
한-아세안,17,6108.21,,6108.21,6108.21 6108.21 * 9619.00
한-아세안,18,6108.22,,6108.22,6108.22 6108.22 * 9619.00
한-아세안,19,6108.29,,6108.29,6108.29 6108.29 * 9619.00
한-아세안,24,6111.20,,6111.20,6111.20 6111.20 * 9619.00
한-아세안,81,6211.41,,6211.41,6211.41 * 6211.49
한-아세안,3,3907.20,,3907.20,3907.20 3907.20 * 3002.10
한-아세안,17,6108.21,,6108.21,6108.21 6108.21 * 9619.00
한-아세안,18,6108.22,,6108.22,6108.22 6108.22 * 9619.00
한-아세안,19,6108.29,,6108.29,6108.29 6108.29 * 9619.00
한-아세안,23,6111.20,,6111.20,6111.20 6111.20 * 9619.00
한-아세안,97,6406.91,,6406.91,6406.91 * 6406.90
한-아세안,98,6406.99,,6406.99,6406.99 * 6406.90
한-아세안,3,3907.20,,3907.20,3907.20 3907.20 * 3002.10
한-아세안,94,9114.20,,9114.20,9114.20 * 9114.90
한-아세안,3,3907.20,,3907.20,3907.20 3907.20 * 3002.10
한-아세안,92,9114.20,,9114.20,9114.20 * 9114.90
한-아세안,3,3926.90,,3926.90,3006.91 3006.91 3926.90 3926.90 * 9619.00
한-아세안,53,6406.99,,6406.99,6406.99 * 6406.90
한-아세안,97,9114.20,,9114.20,9114.20 * 9114.90
한-아세안,3,3907.20,,3907.20,3907.20 3907.20 * 3002.10
한-아세안,10,3926.90,,3926.90,3006.91 3006.91 3926.90 3926.90 * 9619.00
한-아세안,42,6406.91,,6406.91,6406.91 * 6406.90
한-아세안,97,9114.20,,9114.20,9114.20 * 9114.90
한-아세안,8,6108.21,,6108.21,6108.21 6108.21 * 9619.00
한-아세안,9,6108.22,,6108.22,6108.22 6108.22 * 9619.00
한-아세안,13,6111.20,,6111.20,6111.20 6111.20 * 9619.00
한-아세안,60,6211.41,,6211.41,6211.41 * 6211.49
한-아세안,77,6406.91,,6406.91,6406.91 * 6406.90
한-아세안,99,9114.20,,9114.20,9114.20 * 9114.90
한-아세안,9,6108.21,,6108.21,6108.21 6108.21 * 9619.00
한-아세안,10,6108.22,,6108.22,6108.22 6108.22 * 9619.00
한-아세안,11,6108.29,,6108.29,6108.29 6108.29 * 9619.00
한-아세안,42,6211.41,,6211.41,6211.41 * 6211.49
한-아세안,71,6406.91,,6406.91,6406.91 * 6406.90 목재제의 기타 신발류 부분품
한-아세안,97,9114.20,,9114.20,9114.20 * 9114.90
한-아세안,6,6108.21,,6108.21,6108.21 6108.21 * 9619.00
한-아세안,7,6111.20,,6111.20,6111.20 6111.20 * 9619.00
한-아세안,27,6211.41,,6211.41,6211.41 * 6211.49
한-아세안,91,9114.20,,9114.20,9114.20 * 9114.90
한-아세안,15,6211.41,,6211.41,6211.41 * 6211.49
한-아세안,60,6406.91,,6406.91,6406.91 * 6406.90
한-아세안,61,6406.99,,6406.99,6406.99 * 6406.90
한-아세안,91,9114.20,,9114.20,9114.20 * 9114.90
한-베트남,01,,,01,완전생산기준
한-베트남,02,,,02,완전생산기준
한-베트남,03,,,03,완전생산기준
한-베트남,04,04.01,,04.01,완전생산기준
한-베트남,04,04.02,0402.10,0402.10,2단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 45퍼센트 이상일 것
한-베트남,04,04.02,0402.21,0402.21,2단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 45퍼센트 이상일 것
한-베트남,04,04.02,0402.29,0402.29,2단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 45퍼센트 이상일 것
한-베트남,04,04.02,0402.91,0402.91,2단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 45퍼센트 이상일 것
한-베트남,04,04.02,0402.99,0402.99,6단위 세번변경기준
한-베트남,04,04.03,0403.20,0403.20,가. 향신료ㆍ커피나 커피 추출물ㆍ식물ㆍ식물의 부분ㆍ곡물이나 베이커리 제품이 첨가된 것: 2단위 세번변경기준 또는 체약 당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것 나. 기타: 4단위 세번변경기준(제0403호의 물품은 비당사국 으로부터 수입된 우유성분이 총 우유성분 중량의 50퍼센트 를 초과하지 않는 경우로 한정한다) 또는 체약당사국 내에 서 발생한 부가가치가 45퍼센트 이상일 것
한-베트남,04,04.03,0403.90,0403.90,4단위 세번변경기준(제0403호의 물품은 비당사국으로부터 수입된 우유성분이 총 우유성분 중량의 50퍼센트를 초과하지 않는 경우로 한정한다) 또는 체약당사국 내에서 발생한 부가 가치가 45퍼센트 이상일 것
한-베트남,04,04.04,,04.04,완전생산기준
한-베트남,04,04.05,,04.05,완전생산기준
한-베트남,04,04.06,0406.10,0406.10,완전생산기준
한-베트남,04,04.06,0406.20,0406.20,완전생산기준
한-베트남,04,04.06,0406.30,0406.30,4단위 세번변경기준(제0406.30호의 물품은 비당사국으로부 터 수입된 우유성분이 총 우유성분 중량의 50퍼센트를 초과 하지 않는 경우로 한정한다) 또는 체약당사국 내에서 발생한 부가가치가 45퍼센트 이상일 것
한-베트남,04,04.06,0406.40,0406.40,완전생산기준
한-베트남,04,04.06,0406.90,0406.90,완전생산기준
한-베트남,04,04.07,,04.07,완전생산기준
한-베트남,04,04.08,,04.08,완전생산기준
한-베트남,04,04.09,0409.00,0409.00,완전생산기준
한-베트남,04,04.10,,04.10,완전생산기준
한-베트남,05,,,05,완전생산기준
한-베트남,06,,,06,완전생산기준
한-베트남,07,,,07,완전생산기준
한-베트남,08,08.01,0801.11,0801.11,완전생산기준
한-베트남,08,08.01,0801.12,0801.12,완전생산기준
한-베트남,08,08.01,0801.19,0801.19,완전생산기준
한-베트남,08,08.01,0801.21,0801.21,완전생산기준
한-베트남,08,08.01,0801.22,0801.22,완전생산기준
한-베트남,08,08.01,0801.31,0801.31,완전생산기준
한-베트남,08,08.01,0801.32,0801.32,6단위 세번변경기준
한-베트남,08,08.02,0802.11,0802.11,완전생산기준
한-베트남,08,08.02,0802.12,0802.12,6단위 세번변경기준
한-베트남,08,08.02,0802.21,0802.21,완전생산기준
한-베트남,08,08.02,0802.22,0802.22,완전생산기준
한-베트남,08,08.02,0802.31,0802.31,완전생산기준
한-베트남,08,08.02,0802.32,0802.32,완전생산기준
한-베트남,08,08.02,0802.41,0802.41,완전생산기준
한-베트남,08,08.02,0802.42,0802.42,완전생산기준
한-베트남,08,08.02,0802.51,0802.51,완전생산기준
한-베트남,08,08.02,0802.52,0802.52,완전생산기준
한-베트남,08,08.02,0802.61,0802.61,완전생산기준
한-베트남,08,08.02,0802.62,0802.62,완전생산기준
한-베트남,08,08.02,0802.70,0802.70,완전생산기준
한-베트남,08,08.02,0802.80,0802.80,완전생산기준
한-베트남,08,08.02,0802.91,0802.91,완전생산기준
한-베트남,08,08.02,0802.92,0802.92,완전생산기준
한-베트남,08,08.02,0802.99,0802.99,완전생산기준
한-베트남,08,08.03,,08.03,완전생산기준
한-베트남,08,08.04,,08.04,완전생산기준
한-베트남,08,08.05,,08.05,완전생산기준
한-베트남,08,08.06,,08.06,완전생산기준
한-베트남,08,08.07,,08.07,완전생산기준
한-베트남,08,08.08,,08.08,완전생산기준
한-베트남,08,08.09,,08.09,완전생산기준
한-베트남,08,08.10,,08.10,완전생산기준
한-베트남,08,08.11,,08.11,완전생산기준
한-베트남,08,08.12,,08.12,완전생산기준
한-베트남,08,08.13,,08.13,완전생산기준
한-베트남,08,08.14,0814.00,0814.00,완전생산기준
한-베트남,09,09.01,0901.11,0901.11,완전생산기준
한-베트남,09,09.01,0901.12,0901.12,체약당사국 내에서 발생한 부가가치가 45퍼센트 이상일 것
한-베트남,09,09.01,0901.21,0901.21,6단위 세번변경기준
한-베트남,09,09.01,0901.22,0901.22,6단위 세번변경기준
한-베트남,09,09.01,0901.90,0901.90,체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,09,09.02,,09.02,완전생산기준
한-베트남,09,09.03,0903.00,0903.00,완전생산기준
한-베트남,09,09.04,0904.11,0904.11,완전생산기준
한-베트남,09,09.04,0904.12,0904.12,2단위 세번변경기준
한-베트남,09,09.04,0904.21,0904.21,완전생산기준
한-베트남,09,09.04,0904.22,0904.22,완전생산기준
한-베트남,09,09.05,,09.05,완전생산기준
한-베트남,09,09.06,0906.11,0906.11,완전생산기준
한-베트남,09,09.06,0906.19,0906.19,완전생산기준
한-베트남,09,09.06,0906.20,0906.20,체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,09,09.07,,09.07,완전생산기준
한-베트남,09,09.08,,09.08,완전생산기준
한-베트남,09,09.09,,09.09,완전생산기준
한-베트남,09,09.10,0910.11,0910.11,완전생산기준
한-베트남,09,09.10,0910.12,0910.12,완전생산기준
한-베트남,09,09.10,0910.20,0910.20,완전생산기준
한-베트남,09,09.10,0910.30,0910.30,완전생산기준
한-베트남,09,09.10,0910.91,0910.91,2단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,09,09.10,0910.99,0910.99,"가. 타임, 월계수잎: 완전생산기준 나. 기타: 체약당사국 내에서 발생한 부가가치가 40퍼센트 이 상일 것"
한-베트남,10,,,10,완전생산기준
한-베트남,11,11.01,1101.00,1101.00,2단위 세번변경기준
한-베트남,11,11.02,1102.20,1102.20,완전생산기준
한-베트남,11,11.02,1102.90,1102.90,"가. 쌀가루, 호밀가루: 완전생산기준 나. 기타: 2단위 세번변경기준(제1003호 및 제1006호의 재료 는 체약당사국의 영역에서 완전생산된 것으로 한정한다) 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이 상일 것(제1003호 및 제1006호의 재료는 체약당사국의 영 역에서 완전생산된 것으로 한정한다)"
한-베트남,11,11.03,1103.11,1103.11,2단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,11,11.03,1103.13,1103.13,2단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,11,11.03,1103.19,1103.19,2단위 세번변경기준(제1003호 및 제1006호의 재료는 체약당 사국의 영역에서 완전생산된 것으로 한정한다) 또는 체약당 사국 내에서 발생한 부가가치가 40퍼센트 이상일 것(제1003 호 및 제1006호의 재료는 체약당사국의 영역에서 완전생산된 것으로 한정한다)
한-베트남,11,11.03,1103.20,1103.20,2단위 세번변경기준(제1003호 및 제1006호의 재료는 체약당 사국의 영역에서 완전생산된 것으로 한정한다) 또는 체약당 사국 내에서 발생한 부가가치가 40퍼센트 이상일 것(제1003 호 및 제1006호의 재료는 체약당사국의 영역에서 완전생산된 것으로 한정한다)
한-베트남,11,11.04,1104.12,1104.12,2단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,11,11.04,1104.19,1104.19,2단위 세번변경기준(제1003호 및 제1006호의 재료는 체약당 사국의 영역에서 완전생산된 것으로 한정한다) 또는 체약당 사국 내에서 발생한 부가가치가 40퍼센트 이상일 것(제1003 호 및 제1006호의 재료는 체약당사국의 영역에서 완전생산된 것으로 한정한다)
한-베트남,11,11.04,1104.22,1104.22,완전생산기준
한-베트남,11,11.04,1104.23,1104.23,완전생산기준
한-베트남,11,11.04,1104.29,1104.29,완전생산기준
한-베트남,11,11.04,1104.30,1104.30,완전생산기준
한-베트남,11,11.05,1105.10,1105.10,2단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,11,11.05,1105.20,1105.20,완전생산기준
한-베트남,11,11.06,,11.06,2단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,11,11.07,1107.10,1107.10,2단위 세번변경기준
한-베트남,11,11.07,1107.20,1107.20,완전생산기준
한-베트남,11,11.08,,11.08,2단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,11,11.09,1109.00,1109.00,완전생산기준
한-베트남,12,12.01,,12.01,완전생산기준
한-베트남,12,12.02,,12.02,완전생산기준
한-베트남,12,12.03,1203.00,1203.00,완전생산기준
한-베트남,12,12.04,1204.00,1204.00,완전생산기준
한-베트남,12,12.05,,12.05,완전생산기준
한-베트남,12,12.06,1206.00,1206.00,완전생산기준
한-베트남,12,12.07,,12.07,완전생산기준
한-베트남,12,12.08,,12.08,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,12,12.09,,12.09,완전생산기준
한-베트남,12,12.10,,12.10,완전생산기준
한-베트남,12,12.11,,12.11,완전생산기준
한-베트남,12,12.12,,12.12,완전생산기준
한-베트남,12,12.13,1213.00,1213.00,완전생산기준
한-베트남,12,12.14,,12.14,완전생산기준
한-베트남,13,13.01,,13.01,완전생산기준
한-베트남,13,13.02,1302.11,1302.11,2단위 세번변경기준
한-베트남,13,13.02,1302.12,1302.12,2단위 세번변경기준
한-베트남,13,13.02,1302.13,1302.13,2단위 세번변경기준
한-베트남,13,13.02,1302.14,1302.14,2단위 세번변경기준(제1211.20호의 것은 제외한다)
한-베트남,13,13.02,1302.19,1302.19,2단위 세번변경기준(제1211.20호의 것은 제외한다)
한-베트남,13,13.02,1302.20,1302.20,2단위 세번변경기준
한-베트남,13,13.02,1302.31,1302.31,2단위 세번변경기준
한-베트남,13,13.02,1302.32,1302.32,2단위 세번변경기준
한-베트남,13,13.02,1302.39,1302.39,2단위 세번변경기준
한-베트남,14,14.01,,14.01,완전생산기준
한-베트남,14,14.04,,14.04,2단위 세번변경기준
한-베트남,15,15.01,,15.01,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,15,15.02,,15.02,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,15,15.03,1503.00,1503.00,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,15,15.04,1504.10,1504.10,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,15,15.04,1504.20,1504.20,2단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,15,15.04,1504.30,1504.30,2단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,15,15.05,1505.00,1505.00,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,15,15.06,1506.00,1506.00,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,15,15.07,,15.07,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,15,15.08,,15.08,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,15,15.09,,15.09,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,15,15.10,,15.10,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,15,15.11,,15.11,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,15,15.12,,15.12,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,15,15.13,,15.13,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,15,15.14,,15.14,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,15,15.15,,15.15,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,15,15.16,1516.10,1516.10,2단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,15,15.16,1516.20,1516.20,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,15,15.16,1516.30,1516.30,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,15,15.17,1517.10,1517.10,2단위 세번변경기준
한-베트남,15,15.17,1517.90,1517.90,2단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,15,15.18,1518.00,1518.00,2단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 45퍼센트 이상일 것
한-베트남,15,15.20,1520.00,1520.00,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,15,15.21,1521.10,1521.10,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,15,15.21,1521.90,1521.90,2단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,15,15.22,1522.00,1522.00,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,16,16.01,1601.00,1601.00,가. 곤충의 것: 2단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것 나. 기타: 2단위 세번변경기준
한-베트남,16,16.02,1602.10,1602.10,가. 곤충의 것: 2단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것 나. 기타: 2단위 세번변경기준
한-베트남,16,16.02,1602.20,1602.20,"4단위 세번변경기준(제1류, 제2류 및 제5류의 재료는 체약당 사국의 영역에서 완전생산된 것으로 한정한다) 또는 체약당 사국 내에서 발생한 부가가치가 40퍼센트 이상일 것(제1류, 제2류 및 제5류의 재료는 체약당사국의 영역에서 완전생산된 것으로 한정한다)"
한-베트남,16,16.02,1602.31,1602.31,"4단위 세번변경기준(제1류, 제2류 및 제5류의 재료는 체약당 사국의 영역에서 완전생산된 것으로 한정한다) 또는 체약당 사국 내에서 발생한 부가가치가 40퍼센트 이상일 것(제1류, 제2류 및 제5류의 재료는 체약당사국의 영역에서 완전생산된 것으로 한정한다)"
한-베트남,16,16.02,1602.32,1602.32,2단위 세번변경기준
한-베트남,16,16.02,1602.39,1602.39,2단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,16,16.02,1602.41,1602.41,2단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,16,16.02,1602.42,1602.42,"4단위 세번변경기준(제1류, 제2류 및 제5류의 재료는 체약당 사국의 영역에서 완전생산된 것으로 한정한다) 또는 체약당 사국 내에서 발생한 부가가치가 40퍼센트 이상일 것(제1류, 제2류 및 제5류의 재료는 체약당사국의 영역에서 완전생산된 것으로 한정한다)"
한-베트남,16,16.02,1602.49,1602.49,2단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,16,16.02,1602.50,1602.50,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,16,16.02,1602.90,1602.90,가. 곤충의 것: 2단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것 나. 기타: 2단위 세번변경기준
한-베트남,16,16.03,1603.00,1603.00,2단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,16,16.04,,16.04,2단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,16,16.05,,16.05,2단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,17,17.01,,17.01,2단위 세번변경기준(제12류의 것은 제외한다)
한-베트남,17,17.02,,17.02,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,17,17.03,,17.03,4단위 세번변경기준(제0409호 및 제1702호의 것은 제외한다)
한-베트남,17,17.04,,17.04,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,18,,,18,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,19,19.01,,19.01,2단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,19,19.02,,19.02,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,19,19.03,1903.00,1903.00,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,19,19.04,1904.10,1904.10,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,19,19.04,1904.20,1904.20,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,19,19.04,1904.30,1904.30,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,19,19.04,1904.90,1904.90,4단위 세번변경기준(제10류의 재료는 체약당사국의 영역에 서 완전생산된 것으로 한정한다) 또는 체약당사국 내에서 발 생한 부가가치가 40퍼센트 이상일 것(제10류의 재료는 체약 당사국의 영역에서 완전생산된 것으로 한정한다)
한-베트남,19,19.05,1905.10,1905.10,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,19,19.05,1905.20,1905.20,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,19,19.05,1905.31,1905.31,2단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,19,19.05,1905.32,1905.32,2단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,19,19.05,1905.40,1905.40,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,19,19.05,1905.90,1905.90,2단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,20,20.01,,20.01,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,20,20.02,,20.02,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,20,20.03,,20.03,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,20,20.04,,20.04,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,20,20.05,,20.05,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,20,20.06,2006.00,2006.00,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,20,20.07,,20.07,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,20,20.08,2008.11,2008.11,2단위 세번변경기준(제12류의 것은 제외한다)
한-베트남,20,20.08,2008.19,2008.19,2단위 세번변경기준(제8류의 것은 제외한다)
한-베트남,20,20.08,2008.20,2008.20,2단위 세번변경기준(제8류의 재료는 체약당사국의 영역에서 완전생산된 것으로 한정한다) 또는 체약당사국 내에서 발생 한 부가가치가 40퍼센트 이상일 것(제8류의 재료는 체약당사 국의 영역에서 완전생산된 것으로 한정한다)
한-베트남,20,20.08,2008.30,2008.30,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,20,20.08,2008.40,2008.40,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,20,20.08,2008.50,2008.50,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,20,20.08,2008.60,2008.60,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,20,20.08,2008.70,2008.70,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,20,20.08,2008.80,2008.80,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,20,20.08,2008.91,2008.91,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,20,20.08,2008.93,2008.93,2단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,20,20.08,2008.97,2008.97,2단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,20,20.08,2008.99,2008.99,2단위 세번변경기준 또는 체약당사국 내에서 발생한 부가 가치가 40퍼센트 이상일 것(제1212.21호 및 제1212.29호의 재료는 체약당사국의 영역에서 완전생산된 것으로 한정한다)
한-베트남,20,20.09,2009.11,2009.11,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,20,20.09,2009.12,2009.12,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,20,20.09,2009.19,2009.19,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,20,20.09,2009.21,2009.21,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,20,20.09,2009.29,2009.29,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,20,20.09,2009.31,2009.31,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,20,20.09,2009.39,2009.39,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,20,20.09,2009.41,2009.41,2단위 세번변경기준(제8류의 것은 제외한다)
한-베트남,20,20.09,2009.49,2009.49,2단위 세번변경기준(제8류의 것은 제외한다)
한-베트남,20,20.09,2009.50,2009.50,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,20,20.09,2009.61,2009.61,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,20,20.09,2009.69,2009.69,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,20,20.09,2009.71,2009.71,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,20,20.09,2009.79,2009.79,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,20,20.09,2009.81,2009.81,2단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,20,20.09,2009.89,2009.89,2단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,20,20.09,2009.90,2009.90,2단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,21,21.01,,21.01,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,21,21.02,,21.02,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,21,21.03,,21.03,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,21,21.04,2104.10,2104.10,4단위 세번변경기준
